Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,37.150002,37.299999,37.049999,37.150002,33.020138,7081958
2020-07-07,37.250000,37.299999,36.849998,37.150002,33.020138,10326656
2020-07-08,36.200001,36.549999,36.150002,36.549999,33.580673,10511661
2020-07-09,36.650002,36.650002,36.000000,36.049999,33.121292,10125911
2020-07-10,36.000000,36.000000,35.400002,35.400002,32.524097,8855483
2020-07-13,35.400002,35.400002,35.049999,35.200001,32.340343,9159203
2020-07-14,35.200001,35.200001,34.700001,34.700001,31.880968,8485250
2020-07-15,34.750000,35.849998,34.750000,35.250000,32.386288,9001085
2020-07-16,35.250000,35.299999,34.799999,34.799999,31.972839,7431867
2020-07-17,35.299999,35.299999,34.849998,35.000000,32.156593,4100244
2020-07-20,34.900002,35.000000,34.599998,34.900002,32.064720,2619261
2020-07-21,34.900002,35.150002,34.900002,34.950001,32.110653,3483013
2020-07-22,34.950001,35.000000,34.799999,34.799999,31.972839,3322686
2020-07-23,34.799999,34.900002,34.650002,34.799999,31.972839,2664091
2020-07-24,34.599998,34.750000,34.549999,34.599998,31.789087,3963131
2020-07-27,34.549999,34.549999,34.000000,34.049999,31.283773,6575034
2020-07-28,33.750000,33.900002,33.200001,33.799999,31.054079,7347453
2020-07-29,33.700001,34.500000,33.450001,33.549999,30.824392,8022067
2020-07-30,33.700001,33.799999,33.299999,33.349998,30.640636,6721624
2020-07-31,33.299999,34.000000,33.299999,33.299999,30.594702,7290806
2020-08-03,33.299999,33.450001,32.900002,32.950001,30.273136,6657459
2020-08-04,32.950001,33.450001,32.900002,33.299999,30.594702,4026859
2020-08-05,33.299999,33.799999,33.299999,33.299999,30.594702,6843848
2020-08-06,33.400002,33.650002,32.950001,33.000000,30.319075,8239568
2020-08-07,33.000000,33.150002,32.400002,32.450001,29.813757,11510683
2020-08-10,32.450001,32.700001,32.150002,32.599998,29.951569,4054218
2020-08-11,32.599998,32.599998,32.200001,32.200001,29.584068,6084510
2020-08-12,32.200001,32.400002,32.200001,32.250000,29.630005,4266668
2020-08-13,32.299999,32.750000,32.299999,32.700001,30.043447,4197734
2020-08-14,32.700001,34.000000,32.500000,33.950001,31.191896,14084119
2020-08-17,34.099998,34.299999,33.500000,33.950001,31.191896,7158923
2020-08-18,33.750000,33.950001,33.400002,33.450001,30.732517,5599120
2020-08-19,33.500000,33.700001,33.200001,33.200001,30.502825,3953873
2020-08-20,33.049999,33.099998,32.049999,32.349998,29.721878,9504036
2020-08-21,32.400002,32.799999,32.400002,32.599998,29.951569,4107612
2020-08-24,32.549999,32.549999,32.250000,32.349998,29.721878,3037702
2020-08-25,32.400002,33.299999,32.400002,33.000000,30.319075,6281454
2020-08-26,33.099998,33.200001,32.799999,32.849998,30.181259,3157546
2020-08-27,32.849998,32.900002,32.500000,32.599998,29.951569,3037864
2020-08-28,32.599998,32.799999,32.500000,32.599998,29.951569,3153395
2020-08-31,32.599998,33.000000,32.500000,32.500000,29.859694,8056841
2020-09-01,32.500000,32.500000,32.250000,32.349998,29.721878,3002770
2020-09-02,32.549999,32.650002,32.299999,32.450001,29.813757,3508776
2020-09-03,32.500000,32.799999,32.400002,32.549999,29.905630,3384723
2020-09-04,32.400002,32.450001,32.200001,32.349998,29.721878,4781584
2020-09-07,32.450001,32.549999,32.349998,32.400002,29.767820,3304430
2020-09-08,32.400002,32.650002,32.349998,32.400002,29.767820,3381353
2020-09-09,32.250000,32.299999,31.549999,32.150002,29.538128,5587941
2020-09-10,32.299999,32.349998,32.150002,32.200001,29.584068,2598681
2020-09-11,32.150002,32.299999,31.850000,31.950001,29.354376,4082191
2020-09-14,32.000000,32.049999,31.850000,32.049999,29.446253,3122229
2020-09-15,32.049999,32.250000,32.000000,32.150002,29.538128,1970063
2020-09-16,32.299999,32.299999,32.099998,32.150002,29.538128,2380086
2020-09-17,32.099998,32.250000,31.950001,32.000000,29.400314,3286764
2020-09-18,31.850000,32.000000,31.700001,32.000000,29.400314,6113589
2020-09-21,32.000000,32.250000,31.900000,31.900000,29.308437,3388918
2020-09-22,31.850000,31.850000,31.549999,31.600000,29.032812,3326351
2020-09-23,31.650000,31.750000,31.500000,31.549999,28.986874,3265148
2020-09-24,31.400000,31.549999,30.299999,30.350000,27.884363,10083842
2020-09-25,30.450001,31.000000,30.450001,30.750000,28.251865,4674811
2020-09-28,30.950001,31.799999,30.950001,31.350000,28.803122,3226137
2020-09-29,31.450001,31.700001,31.299999,31.400000,28.849058,3442340
2020-09-30,31.600000,31.799999,31.600000,31.650000,29.078749,3793407
2020-10-05,31.799999,32.000000,31.549999,31.549999,28.986874,3020347
2020-10-06,31.700001,31.850000,31.450001,31.600000,29.032812,3279453
2020-10-07,31.650000,31.650000,31.400000,31.450001,28.894997,2280658
2020-10-08,31.600000,31.600000,31.150000,31.250000,28.711245,3941285
2020-10-12,31.250000,31.350000,31.000000,31.100000,28.573431,3610611
2020-10-13,31.049999,31.049999,30.700001,30.850000,28.343740,2722066
2020-10-14,30.850000,31.450001,30.850000,31.200001,28.665308,2204983
2020-10-15,31.150000,31.200001,30.700001,30.750000,28.251865,3450992
2020-10-16,30.750000,31.000000,30.650000,30.650000,28.159988,3616360
2020-10-19,30.650000,30.799999,30.600000,30.700001,28.205927,2477445
2020-10-20,30.700001,30.700001,30.500000,30.549999,28.068113,2729465
2020-10-21,30.549999,30.700001,30.400000,30.549999,28.068113,3987215
2020-10-22,30.500000,30.650000,30.450001,30.600000,28.114050,3255505
2020-10-23,30.500000,30.750000,30.450001,30.500000,28.022175,3775908
2020-10-26,30.549999,31.049999,30.549999,30.900000,28.389679,3206716
2020-10-27,30.850000,30.950001,30.700001,30.799999,28.297800,4098670
2020-10-28,30.750000,30.799999,30.400000,30.500000,28.022175,3313699
2020-10-29,30.350000,30.350000,30.049999,30.250000,27.792486,3507000
2020-10-30,30.100000,30.250000,30.000000,30.250000,27.792486,4479453
2020-11-02,30.200001,30.250000,30.150000,30.250000,27.792486,2481291
2020-11-03,30.250000,30.450001,30.200001,30.299999,27.838423,3733933
2020-11-04,30.400000,30.400000,30.200001,30.200001,27.746546,3496906
2020-11-05,30.350000,30.650000,30.100000,30.200001,27.746546,5344307
2020-11-06,30.200001,30.350000,30.150000,30.299999,27.838423,3676541
2020-11-09,30.500000,30.850000,30.299999,30.799999,28.297800,5315626
2020-11-10,31.299999,32.750000,31.250000,31.600000,29.032812,17379200
2020-11-11,31.750000,31.850000,31.400000,31.700001,29.124687,8717373
2020-11-12,31.900000,31.900000,31.350000,31.450001,28.894997,5373406
2020-11-13,31.400000,31.450001,31.100000,31.299999,28.757181,4715992
2020-11-16,31.400000,31.950001,31.299999,31.650000,29.078749,6959996
2020-11-17,31.650000,31.700001,31.400000,31.549999,28.986874,7020006
2020-11-18,31.549999,31.900000,31.549999,31.799999,29.216562,7335251
2020-11-19,31.799999,31.799999,31.350000,31.450001,28.894997,6771499
2020-11-20,31.500000,31.500000,31.150000,31.400000,28.849058,8061250
2020-11-23,31.450001,31.650000,31.250000,31.400000,28.849058,8014109
2020-11-24,31.450001,31.600000,31.250000,31.350000,28.803122,5718459
2020-11-25,31.500000,31.549999,31.150000,31.299999,28.757181,8002994
2020-11-26,31.400000,31.450001,31.150000,31.200001,28.665308,5732827
2020-11-27,31.250000,31.299999,31.100000,31.250000,28.711245,5818683
2020-11-30,31.299999,31.450001,30.950001,31.450001,28.894997,18111505
2020-12-01,31.500000,31.500000,31.000000,31.100000,28.573431,7321574
2020-12-02,31.100000,31.150000,31.000000,31.049999,28.527493,8401696
2020-12-03,31.100000,31.450001,31.000000,31.299999,28.757181,8532080
2020-12-04,31.400000,31.799999,31.400000,31.600000,29.032812,11321581
2020-12-07,31.700001,31.700001,31.200001,31.250000,28.711245,8046863
2020-12-08,31.100000,31.150000,30.950001,30.950001,28.435619,10002793
2020-12-09,30.950001,31.049999,30.799999,30.850000,28.343740,7500062
2020-12-10,30.850000,30.950001,30.700001,30.799999,28.297800,8303373
2020-12-11,30.750000,30.950001,30.700001,30.750000,28.251865,6755120
2020-12-14,30.750000,31.000000,30.750000,30.799999,28.297800,6055099
2020-12-15,30.750000,30.900000,30.400000,30.400000,27.930298,9509859
2020-12-16,30.600000,30.900000,30.600000,30.700001,28.205927,8082723
2020-12-17,30.750000,30.799999,30.600000,30.700001,28.205927,3795377
2020-12-18,30.700001,30.750000,30.600000,30.650000,28.159988,7469319
2020-12-21,30.600000,31.299999,30.600000,31.200001,28.665308,7982389
2020-12-22,31.299999,31.299999,30.500000,30.500000,28.022175,9574949
2020-12-23,30.500000,30.600000,30.150000,30.549999,28.068113,10965056
2020-12-24,30.600000,30.950001,30.549999,30.750000,28.251865,6251502
2020-12-25,30.799999,30.950001,30.750000,30.900000,28.389679,4560003
2020-12-28,30.950001,31.799999,30.950001,31.299999,28.757181,14164913
2020-12-29,31.500000,31.549999,31.200001,31.299999,28.757181,5610919
2020-12-30,31.350000,31.450001,31.150000,31.400000,28.849058,6995145
2020-12-31,31.450001,31.799999,31.250000,31.700001,29.124687,9113429
2021-01-04,31.700001,31.700001,31.100000,31.100000,28.573431,10125232
2021-01-05,31.100000,31.100000,30.700001,30.750000,28.251865,6662942
2021-01-06,30.750000,30.850000,30.350000,30.549999,28.068113,11066292
2021-01-07,30.650000,30.900000,30.600000,30.750000,28.251865,7211943
2021-01-08,30.750000,30.799999,30.350000,30.700001,28.205927,10245068
2021-01-11,30.700001,30.799999,30.500000,30.700001,28.205927,8711244
2021-01-12,30.700001,30.799999,30.400000,30.650000,28.159988,10247849
2021-01-13,30.650000,30.650000,30.400000,30.500000,28.022175,9395107
2021-01-14,30.500000,30.850000,30.350000,30.600000,28.114050,6821891
2021-01-15,30.600000,30.600000,30.250000,30.299999,27.838423,8251081
2021-01-18,30.250000,30.250000,29.850000,30.049999,27.608732,9680869
2021-01-19,30.000000,30.100000,29.850000,30.000000,27.562794,8634691
2021-01-20,30.000000,30.000000,29.049999,29.049999,26.689974,17788934
2021-01-21,29.049999,29.450001,29.049999,29.100000,26.735910,7035893
2021-01-22,29.100000,29.250000,29.000000,29.150000,26.781849,7939786
2021-01-25,29.000000,29.250000,28.799999,29.200001,26.827787,6183961
2021-01-26,29.100000,29.200001,29.000000,29.200001,26.827787,6411623
2021-01-27,29.250000,29.650000,29.200001,29.250000,26.873726,6731182
2021-01-28,29.200001,29.250000,28.900000,29.049999,26.689974,6471238
2021-01-29,29.000000,29.150000,28.900000,28.900000,26.552158,13377698
2021-02-01,28.799999,28.900000,28.700001,28.799999,26.460281,4698216
2021-02-02,28.700001,29.150000,28.549999,29.150000,26.781849,4456880
2021-02-03,29.150000,29.299999,28.900000,29.100000,26.735910,6348352
2021-02-04,28.950001,29.200001,28.850000,29.200001,26.827787,5888998
2021-02-05,29.200001,29.500000,29.000000,29.400000,27.011538,6960520
2021-02-17,29.400000,29.850000,29.200001,29.799999,27.379042,8933584
2021-02-18,29.799999,30.100000,29.700001,29.850000,27.424982,7675508
2021-02-19,29.799999,30.000000,29.600000,30.000000,27.562794,5310578
2021-02-22,30.000000,30.250000,30.000000,30.049999,27.608732,7445883
2021-02-23,30.049999,30.700001,30.049999,30.700001,28.205927,10587321
2021-02-24,30.799999,31.000000,30.549999,30.650000,28.159988,7975205
2021-02-25,30.900000,31.000000,30.799999,31.000000,28.481556,12393016
2021-02-26,31.000000,31.000000,30.150000,30.150000,27.700607,18287480
2021-03-02,30.549999,30.799999,30.400000,30.500000,28.022175,7499524
2021-03-03,30.700001,31.000000,30.600000,31.000000,28.481556,9659338
2021-03-04,30.850000,30.900000,30.299999,30.400000,27.930298,9857759
2021-03-05,30.150000,30.799999,30.150000,30.600000,28.114050,6908948
2021-03-08,30.900000,30.950001,30.549999,30.549999,28.068113,4428447
